x,y,e,l,α,β,serveice
7.2695074,7.145132,0.0,250.0,0.0,0.0,0.0
2.215076,8.154017,0.0,250.0,0.0,0.0,0.0
0.33687758,5.458432,0.0,250.0,0.0,0.0,0.0
4.1769013,5.6498704,0.0,250.0,0.0,0.0,0.0
2.303155,1.2644597,0.0,250.0,0.0,0.0,0.0
4.9667153,5.2393517,0.0,250.0,0.0,0.0,0.0
4.734545,5.6367636,0.0,250.0,0.0,0.0,0.0
5.9309597,8.851856,176.88727,241.35945,0.14915983,0.039054114,1.6513127
9.43653,5.6304626,108.05295,146.19121,0.46701658,0.44854233,1.0104038
5.5538745,2.8133538,36.236107,51.659657,0.843575,0.37952387,1.845284
4.7373614,1.0463403,143.95052,208.09517,0.59449464,0.68218726,1.5335466
6.096298,9.530346,211.01248,214.41057,0.6971977,1.4201921,0.55526465
9.818138,1.5516008,17.871716,78.30457,0.9774536,0.41958252,1.370647
4.1716948,3.6450982,242.77826,246.48021,0.57055765,0.30987015,0.95952487
2.0214033,5.088664,239.9242,244.32582,0.26716915,1.143598,1.8426939
0.84970915,4.789864,56.88731,238.25623,0.69736314,0.7456774,1.9102378
1.8746146,5.7138405,100.673386,195.26335,0.3154624,0.17831486,0.15639637
9.673912,1.7373866,192.51134,246.86688,0.5829033,1.2449678,1.2068095
6.1710215,0.6439285,3.3612933,209.01282,0.99700016,0.35326365,0.1208948
9.128558,9.509495,137.77303,223.70618,0.92704767,1.9043388,1.8608547
1.5662498,9.0386095,205.64783,233.95793,0.6593922,0.0395266,0.19758609
0.16710865,5.063698,54.175846,207.77046,0.27723664,0.54302585,0.6043399
1.989745,3.5245488,177.11287,194.1778,0.3522852,0.6534247,1.8771654
5.7043242,2.1352384,123.29585,129.52852,0.71046084,0.7152828,0.45584193
1.9772391,0.29676607,36.749897,243.04845,0.6179024,1.5572988,1.6636226
8.804424,7.8676248,54.392956,194.31776,0.947133,0.874988,1.6816868
5.551468,7.9621983,159.21216,225.3943,0.71237147,1.4711363,0.30111554
0.85981923,1.5290769,229.49088,243.97122,0.12783,1.2572676,0.562561
7.7539916,5.65302,128.75288,194.2822,0.11289874,1.307543,0.884215
8.433371,8.3525,146.74171,223.18323,0.8671701,1.8618609,1.473004
2.808559,2.3439796,214.71762,236.71133,0.85543925,1.0510474,1.9183453
4.359914,3.381242,139.24644,155.38028,0.28287026,0.6338239,0.07605183
2.077671,4.171554,205.59119,207.49785,0.73257196,1.5771008,1.8398719
0.8376095,6.157381,100.64438,225.27843,0.40066555,0.16644418,1.4294084
1.6058856,3.053716,132.62866,155.16536,0.35695705,1.5488094,1.16375
8.52332,5.414795,242.8926,245.35925,0.014363984,0.709781,1.9362746
0.8471901,6.497251,231.80626,244.1703,0.60888326,1.9178808,1.5789267
