x,y,e,l,α,β,serveice
7.3791113,2.1693888,0.0,250.0,0.0,0.0,0.0
7.8794727,7.0454135,0.0,250.0,0.0,0.0,0.0
4.0448446,4.776999,0.0,250.0,0.0,0.0,0.0
2.4764512,3.0819373,0.0,250.0,0.0,0.0,0.0
2.8103442,7.119449,0.0,250.0,0.0,0.0,0.0
2.370085,7.408843,0.0,250.0,0.0,0.0,0.0
3.0165968,2.7978199,38.34139,58.987286,0.41247264,0.3608439,0.5550921
8.868421,9.103634,165.01382,174.29428,0.5838189,0.6099391,1.3610634
9.224725,9.773757,107.37743,161.51427,0.6600563,0.13919522,1.8878828
1.7292292,1.7940013,17.432407,194.50816,0.8170879,0.14662911,0.07711853
4.8104053,1.2239408,103.81707,172.06181,0.19116136,0.7693053,0.014198962
5.7555056,6.014899,146.71118,231.46906,0.3448934,0.56110376,0.6299048
8.113059,8.334832,16.798409,123.86081,0.33031204,1.404065,1.8956822
7.4478455,8.062733,67.22724,223.7419,0.6510101,1.5029441,1.2892241
6.1020303,6.081209,119.67958,163.57619,0.32743967,1.2629634,1.4731748
5.601015,3.1392803,67.93726,201.00233,0.9500687,1.0997106,1.3038907
3.0527232,6.511569,114.61245,190.85013,0.7279868,1.4223483,1.9550003
9.937416,3.2735455,3.0617661,158.66664,0.9634319,1.782917,0.049475037
7.4508004,9.930788,4.575999,142.91211,0.96119696,1.5189993,0.8530341
8.167068,8.364382,86.26067,103.49385,0.58426386,0.3611986,1.3915215
5.673436,4.116934,123.33843,158.80122,0.27211535,0.36978456,0.7825779
1.9560672,9.858904,218.80199,249.16597,0.12658279,0.14588666,1.4250973
3.5911114,0.74891394,143.31332,191.25475,0.6159447,1.4508444,1.4265722
6.946164,1.9777642,161.0884,194.02124,0.17687243,0.25455055,0.39291146
9.139502,6.429109,141.16344,236.56693,0.056379,1.9763592,0.38584998
8.069685,7.071949,98.22633,109.87134,0.71159893,0.26216504,0.46207276
8.141066,1.6947377,236.72589,243.25938,0.42866844,1.6723619,0.40793023
6.6874366,9.640886,84.313255,231.06581,0.8634711,1.9358975,1.86316
9.486426,2.2554595,183.93913,214.67535,0.25735828,1.8814201,1.6712307
8.369573,3.7902741,248.57602,249.35597,0.6001549,1.6603434,1.7934136
2.1377985,1.6745708,246.35745,248.0215,0.98831475,0.009039006,0.767932
9.615392,3.521859,73.67098,86.543724,0.9527477,1.6845319,1.931992
2.581311,5.21446,71.48998,85.10849,0.76621366,0.9350193,0.041590184
4.672588,0.7532196,37.50375,226.90715,0.95335656,1.5653462,0.58480436
8.65849,5.461896,193.10324,237.95491,0.072117455,1.4323587,0.2591208
9.182067,4.0215263,95.43504,224.78192,0.12074349,1.7049896,0.20718877
6.7029305,7.321395,121.33955,142.67378,0.45232365,0.9799738,1.3861703
7.845134,9.090575,120.11681,224.62093,0.70853245,1.6127757,1.7649915
6.8683133,3.0747447,112.05572,184.96515,0.7212341,0.85598254,1.6714191
8.728135,4.6051564,110.17487,238.90176,0.19015603,0.9848732,1.8548195
2.389593,5.411889,92.47841,218.1263,0.640961,0.9985378,1.3845214
2.6667445,5.172928,94.31543,165.7135,0.117225,0.24130297,1.20842
7.7081985,2.2976966,20.307318,233.88086,0.7301628,1.4832208,0.28243542
1.2772887,6.383859,161.281,200.25507,0.85911155,0.9969608,1.9834818
7.3356724,5.2977505,9.980875,53.977474,0.9690646,1.1453071,1.2102188
9.033885,7.2635427,79.23351,85.06977,0.78746367,1.6330488,1.0845346
6.4045596,1.1483436,245.15105,246.11879,0.5912838,0.5610405,1.5374763
2.438983,1.8246781,46.06089,172.10115,0.47841212,1.6068817,0.5259803
6.4185987,3.1580567,231.074,233.4573,0.7005458,1.4532274,1.8183131
1.1186757,1.9989924,219.7274,235.1187,0.6369732,1.683638,0.94058484
2.1024034,8.851014,229.22714,245.67537,0.78475434,0.53558224,1.8007486
2.9271517,8.54746,98.479744,99.21544,0.9667523,1.0783634,1.5348219
3.6892745,7.46822,49.317776,64.97664,0.37701023,0.47523746,0.59096235
1.0782465,9.307631,176.1951,217.31514,0.51391387,1.5264112,1.7741076
2.8773708,9.728525,19.772955,191.6366,0.53578854,0.9155305,1.1119034
6.300723,4.597729,230.11324,238.39215,0.2609355,1.6975548,1.928996
6.091408,4.872368,216.60606,242.39404,0.6141371,0.3159554,1.2060764
1.741001,8.002835,173.76923,182.15894,0.5201081,0.46131232,0.610516
3.7466848,0.64850825,178.69788,237.94635,0.002064022,0.3868812,1.6117418
9.1789665,4.380862,132.74748,187.60532,0.6027519,1.6315765,0.17098469
4.9248204,0.17610605,6.636839,206.91138,0.4117233,1.317261,0.75103724
2.4773095,7.6946282,237.36525,238.07414,0.2960335,1.8198373,0.21681385
0.44116688,6.808961,140.78761,179.94904,0.047513083,1.693083,0.32662052
5.7519937,5.751831,173.29202,232.38829,0.38614377,0.4669581,1.9038012
1.1597326,0.51329994,23.281786,223.2844,0.3279126,0.6209818,0.8417184
6.094552,3.1049416,31.097115,138.78827,0.3539881,1.9519501,1.4479902
1.567398,6.547688,128.63873,230.02403,0.79309326,0.19013433,1.7403053
0.21905772,7.8060293,197.39265,245.48328,0.22245009,0.6605546,1.741885
8.319917,7.098696,106.490616,246.13322,0.6157458,1.7977221,1.0950888
2.9523048,4.6783137,14.7765,159.91493,0.008090688,0.5080175,1.2333273
9.506509,0.5809725,0.07789633,57.374065,0.6569596,1.281182,0.5528711
0.24966054,5.033354,6.3500137,96.94717,0.93004435,1.0039549,1.9641842
6.148535,6.3039093,1.0423472,56.16914,0.020753149,1.435582,0.4954693
9.039889,9.235235,47.85954,201.67366,0.7165591,0.12483268,1.2751684
5.8337755,1.8070209,27.412804,222.41133,0.60656506,0.8361448,0.9339107
0.46463418,7.4446483,135.20164,140.21933,0.778609,0.37226686,1.4160092
3.2909708,1.4772762,138.51157,152.1655,0.96958375,0.31309277,1.106186
9.652684,7.1450143,48.955685,80.7277,0.5500003,0.299751,0.45058268
9.960234,9.49561,46.512627,107.46531,0.7866112,0.5173598,0.39735773
4.1858315,9.351916,21.513912,111.14434,0.1162621,0.4851078,0.19165732
0.52665734,1.6204643,211.57765,224.7406,0.7634873,1.8184664,0.29103813
6.951104,8.5821705,202.68407,241.74538,0.5375956,0.123947,1.9812838
0.16681062,0.86101604,227.56859,231.15147,0.670534,0.3803759,1.0686631
3.5446582,7.355406,160.0411,234.69373,0.55172575,0.43823192,0.46765855
8.82471,1.6672838,24.389439,168.28069,0.86298376,1.6830297,1.9886315
8.364562,6.0574217,114.41601,146.0902,0.24969168,1.4383206,0.72671854
5.9811845,1.7403637,0.0,250.0,0.0,0.0,0.0
8.13182,3.2814226,0.0,250.0,0.0,0.0,0.0
7.1443987,5.2508125,0.0,250.0,0.0,0.0,0.0
8.85799,6.329285,0.0,250.0,0.0,0.0,0.0
9.574264,4.3193603,0.0,250.0,0.0,0.0,0.0
4.2535224,0.91825664,0.0,250.0,0.0,0.0,0.0
