x,y,e,l,α,β,serveice
5.12459,6.657555,0.0,250.0,0.0,0.0,0.0
8.230914,7.3262925,0.0,250.0,0.0,0.0,0.0
5.220023,0.92156225,0.0,250.0,0.0,0.0,0.0
2.6268582,2.2137752,0.0,250.0,0.0,0.0,0.0
9.821263,9.470261,0.0,250.0,0.0,0.0,0.0
9.072904,0.44140768,118.38937,188.89604,0.89316636,1.0671253,0.9058803
5.597383,1.4036323,135.19885,215.89662,0.3864767,0.54290915,1.9409691
5.6137958,2.9264286,219.33163,224.23076,0.6051649,0.45534354,0.3130834
6.6387916,4.0685277,33.395897,70.973274,0.30730066,0.9719374,1.2494318
2.1086433,5.8619266,158.669,171.9164,0.5165143,1.227607,1.1635541
0.47687304,2.977374,122.50695,161.87798,0.31358707,0.7177148,1.8534533
5.8969016,2.754326,132.7675,136.19057,0.83525985,0.52021927,1.9627962
9.053967,3.041115,224.08476,244.81396,0.3510929,1.387671,0.94904196
1.7692733,9.463959,215.0408,223.26085,0.9040746,1.9185928,0.75185084
2.5240817,3.3053532,185.15742,215.36751,0.27495357,0.40225568,1.2836154
8.59647,7.193358,180.4892,194.16464,0.21928108,1.4278097,0.08204486
0.74417704,7.185198,113.87801,160.60945,0.7777184,1.8177683,1.9523263
0.05953336,8.872047,248.87936,249.9068,0.48247197,1.3300008,1.3798594
9.047013,5.6642566,244.25792,249.16013,0.20673016,1.6306628,1.772316
4.4690757,4.4572096,181.80011,194.49008,0.9660726,1.039277,0.3239346
8.433818,4.62555,215.59734,225.94542,0.14557235,0.17035377,0.5804291
7.830806,7.243424,223.79672,246.13843,0.5673234,1.3197457,0.825225
4.3114376,9.741393,215.4636,244.79538,0.35043728,1.4129149,1.5771893
2.5898428,5.9937816,1.5191483,207.43983,0.081976265,1.4934965,1.0901217
8.19441,7.9755483,208.62262,226.5234,0.08373115,1.5610284,1.8965883
9.916199,1.6567659,237.18536,244.23897,0.9914608,1.3245342,1.9245957
7.8141766,6.831956,234.10106,238.47177,0.16829072,0.11563344,1.6037648
9.807439,4.5123444,161.37968,236.09525,0.5870227,0.57885355,0.5569179
0.6439047,0.70298475,232.80266,246.89319,0.7462955,1.9104248,1.9724665
3.030413,3.5484486,50.610744,128.21214,0.96196395,1.565297,0.29429424
0.6772347,7.4423523,206.94522,212.5872,0.5670477,0.80322504,1.3561614
0.6899055,6.8347807,18.39594,158.37363,0.29149356,0.19183196,1.4104726
0.22665443,5.363805,30.594704,153.00475,0.23863663,0.8112599,0.4256663
3.8562295,1.5063046,228.3255,243.55624,0.8946432,0.49920312,1.7624036
4.276808,5.749441,48.10078,116.410835,0.82982564,1.0608546,0.2968554
5.8856077,3.0023248,77.992386,91.94171,0.90039146,1.3611417,1.2670168
0.53129363,1.5457962,52.59482,82.41032,0.11680329,1.0111587,0.5310529
0.61066926,3.8407636,69.37248,108.871414,0.343788,0.6073059,0.8506111
0.35530832,3.8839536,228.21811,231.83626,0.6269783,0.3967201,1.3969718
0.87023616,1.5104257,126.004074,144.26952,0.3077091,1.9776902,1.3963377
2.5111632,6.427568,202.53133,237.44809,0.3570516,0.8981113,1.8625089
8.599436,8.978089,80.11628,83.77919,0.647042,1.5710135,1.4078155
1.766446,7.0231657,225.22449,232.58937,0.13317552,0.41358158,1.7420026
0.95314074,3.1347058,155.37306,206.85901,0.2711219,0.5718302,0.1514134
6.2342825,7.643942,174.52153,201.82114,0.8236717,0.4172191,1.5505323
5.2988133,8.185372,186.50981,245.87212,0.035717435,0.075807296,1.7678245
4.4181066,4.6927357,209.97815,212.5177,0.91707414,1.4774227,1.7572308
2.269076,0.4930955,194.5491,217.65111,0.35860288,1.2546619,0.35183525
3.691677,0.782682,93.21958,173.98347,0.35716712,1.3319325,0.030811066
5.743067,1.9691043,163.11565,220.37842,0.7486467,1.6640577,0.49313352
4.410676,9.585503,210.9993,213.92464,0.8801579,1.7426455,0.3174565
8.420167,2.1633186,92.68584,235.91441,0.9973357,1.9016821,0.33299595
0.89770806,4.552089,195.58856,219.85185,0.12853906,1.4724996,1.0101432
3.9034777,9.270603,113.419205,140.94183,0.728085,1.1399946,1.1979214
8.711396,8.267982,134.07556,201.162,0.6904881,0.8422718,1.8425444
0.24646744,3.6337185,140.89363,187.03969,0.29181483,1.8862512,1.2941052
7.962603,1.5574942,189.54616,231.54204,0.76694554,0.35542178,1.1863661
5.100482,0.88634807,236.56297,243.53313,0.98426074,1.5952586,1.6366626
5.376876,5.1839805,133.54233,234.14056,0.5111083,1.8898203,0.5682577
9.261066,8.370307,90.19541,124.3431,0.070706636,1.1594886,1.1384931
2.650488,0.42209378,196.09251,196.50494,0.12438532,0.9143735,0.25326923
7.193777,8.765695,63.316757,145.4666,0.14277872,1.0107455,1.6944017
0.68055505,8.020359,244.20097,245.98964,0.061219905,1.7268511,0.15028872
4.0016284,2.2390277,132.47075,186.31023,0.3014661,1.9235165,1.9469768
2.676003,8.437893,227.68564,238.18436,0.0040689087,0.92381424,1.5846235
9.314508,9.412897,196.06534,205.83453,0.42438585,0.7248399,0.047966145
1.9766979,7.7334905,29.72597,225.79077,0.81221104,1.6528077,1.1327521
4.9544544,2.455653,7.9601264,49.406944,0.049134586,0.405178,1.577687
9.028389,8.268437,111.50931,234.40651,0.93438244,0.06499283,0.4506367
6.741628,7.3301606,118.34484,199.95651,0.22179207,0.9997281,0.4181558
9.116991,9.0558,190.72684,229.88014,0.3421647,1.7814732,1.2900335
7.016986,4.9165545,100.97081,131.99683,0.52414274,1.3139465,1.5087681
4.8909874,1.8682876,228.97342,248.408,0.36521563,0.26003462,1.2020581
0.24576533,0.88971746,226.91489,239.66199,0.40675288,1.5755267,0.15207672
3.6793983,6.60335,84.46661,145.51125,0.7107819,1.5822722,1.2564923
0.14888473,9.216268,174.1208,215.90344,0.6232143,1.3287927,1.5159515
5.9350457,2.6326041,209.85335,246.67236,0.25666302,0.2007255,0.9259991
2.5264132,0.5307248,209.04498,239.73877,0.40112832,0.31865644,0.5877306
7.295614,9.910396,188.20384,231.65549,0.91704595,0.5402715,1.8501471
4.7170224,8.5199795,222.12085,242.95345,0.36839375,0.048061762,1.565728
4.7349873,4.722903,57.67693,179.45317,0.34899586,0.20898433,0.2014548
4.7811136,5.1806836,186.1783,245.89105,0.77001685,0.63793886,1.6631534
5.8569045,9.479216,173.10884,219.31479,0.62687355,0.9644241,0.8280692
7.848597,4.516011,101.74482,122.81208,0.70422894,1.4566567,1.558972
7.887584,4.0694213,116.298454,185.16536,0.52108306,0.019951593,1.6715963
1.7328044,4.365302,0.0,250.0,0.0,0.0,0.0
3.537679,5.297309,0.0,250.0,0.0,0.0,0.0
3.5260894,4.917001,0.0,250.0,0.0,0.0,0.0
2.3868475,6.87716,0.0,250.0,0.0,0.0,0.0
1.536764,4.0584188,0.0,250.0,0.0,0.0,0.0
0.19410011,5.9786263,0.0,250.0,0.0,0.0,0.0
