x,y,e,l,α,β,serveice
2.3930743,2.3899987,0.0,300.0,0.0,0.0,0.0
7.796399,0.62823045,0.0,300.0,0.0,0.0,0.0
9.877947,9.326917,0.0,300.0,0.0,0.0,0.0
4.4902043,7.6455183,0.0,300.0,0.0,0.0,0.0
3.543865,3.2369463,0.0,300.0,0.0,0.0,0.0
0.6631912,1.6381127,0.0,300.0,0.0,0.0,0.0
7.1699705,9.406838,175.71532,282.742,0.70473325,0.11984634,0.3583559
3.1056902,0.32748893,238.2679,294.80038,0.88274634,0.13615781,1.1636553
2.724,6.2359242,287.36807,297.80542,0.667992,1.742095,1.4859313
7.8506117,4.348066,160.36737,213.86157,0.26339415,1.9905018,1.7024918
3.8386345,7.708349,214.96692,273.30112,0.9875938,0.897147,1.7649643
0.0019710602,4.8502207,200.67137,227.47469,0.3271902,1.5594643,0.8135904
1.6537929,4.881962,17.049017,180.36432,0.0760066,1.7580084,0.15490472
5.995018,3.4516945,185.63776,195.3302,0.3203872,1.3583885,0.5268186
5.1224046,4.787806,211.77126,247.16544,0.21884538,1.2276281,0.048620906
6.432668,8.036798,66.68736,168.3247,0.87039536,0.96629,0.64048594
4.476195,1.5328673,10.363746,286.16623,0.4972097,0.24369454,0.81557935
9.698766,9.95461,68.41772,161.32898,0.86227155,1.8413547,1.6345967
8.728817,8.618308,187.11595,196.3221,0.62000644,0.42630616,0.44667935
1.7623127,7.5010505,76.74402,169.35252,0.3844487,0.8223535,1.475384
5.7056603,8.262229,228.44357,262.53827,0.35144067,1.1450927,0.7173386
9.914001,2.737316,200.82259,239.3837,0.97086036,0.6589579,1.4507984
5.2429705,6.894714,43.922394,220.69795,0.27478233,1.341286,0.6000587
3.9812596,3.4921274,281.4011,287.02078,0.064629965,0.42471564,0.123397864
1.5258595,3.5357857,266.28674,267.1444,0.1679745,0.1316685,0.16623229
1.8014402,8.249569,254.23692,269.97864,0.25097084,1.4659706,1.317684
7.0164666,0.42590517,134.27765,201.79999,0.6147918,0.8226466,0.043084066
5.370323,7.460175,22.793072,238.18958,0.19390747,1.4758241,1.4795979
6.8992867,0.12089662,278.8004,297.81934,0.46832162,0.65997595,0.18232428
9.290473,4.9734135,46.850372,237.50372,0.71998227,1.9750923,1.5996981
9.053792,8.445093,3.2096014,265.00934,0.43498167,0.33313635,1.0985445
8.65017,7.4020915,128.54312,151.8062,0.14877431,1.9784476,0.06517991
5.1979065,9.023066,42.53032,157.76706,0.4725325,1.2432929,0.74680483
1.1195521,2.94975,98.126564,217.224,0.62491703,1.8423573,1.5798174
2.81287,1.4249159,20.970913,54.66605,0.6103503,0.69794846,0.9816869
1.9399903,9.310875,97.27774,243.73955,0.24136673,1.5236368,1.7260951
3.141292,2.6346323,96.960594,220.36612,0.74153894,1.8584183,0.78666514
0.4890139,8.096466,75.719154,295.75735,0.00914196,0.5434196,0.4660648
9.62193,6.425966,206.85663,249.51392,0.121033505,1.5063261,1.514095
2.1197581,3.5494506,135.50198,184.566,0.50316155,0.0844805,1.8733853
9.241215,6.655617,227.1855,282.46674,0.021238303,0.63345397,0.77379125
3.3579032,2.7941403,283.46906,290.1494,0.7400715,1.3823574,0.98957944
8.781574,5.781035,242.18892,265.93567,0.8158408,0.6237997,1.8617648
8.792787,8.033784,79.780426,124.022446,0.76387084,1.57123,1.1229929
2.5868235,6.1359563,225.62201,278.2766,0.9791024,1.0689822,0.47986934
3.3840191,9.005189,107.739075,187.23318,0.46882668,1.6222001,0.59100765
3.8596425,1.5407898,248.19981,288.21307,0.7599053,0.1251102,0.5267259
9.488077,2.940019,27.95489,197.46101,0.8786855,1.4092443,1.5406772
1.7068915,3.6519506,147.14972,162.04764,0.90165794,1.0789081,1.6411695
6.460661,3.682338,152.4165,240.60887,0.14817965,0.6503147,0.64459527
6.0148997,3.0785186,22.849241,85.043465,0.19280478,1.1768111,0.28916556
5.819073,2.055082,151.31136,155.02722,0.3716659,1.0174633,1.5292581
6.23803,1.002899,287.03467,290.45135,0.5793952,0.6452747,0.6231089
1.1130931,9.314148,65.23823,104.06572,0.26028275,0.42334637,1.1682153
3.60578,7.305806,53.622734,275.6884,0.7066236,0.9805761,0.4467992
6.896258,6.015416,156.88344,290.39648,0.28226072,1.6292658,1.5301701
1.4115236,5.927552,189.26093,292.01273,0.8812928,1.7206914,0.14416568
0.23407915,3.8104916,29.610289,195.88802,0.8274306,0.75594264,1.8784858
8.227615,0.2223383,67.54239,116.00415,0.44453737,1.2483152,0.39063078
6.5366087,5.1803126,70.63332,231.73001,0.40947807,1.7338284,1.7085209
6.3709865,5.0676684,133.42499,264.4694,0.8293157,1.6026877,0.16315931
1.9372019,9.260994,208.61737,223.19629,0.9110261,1.660076,1.0386227
3.598189,6.135646,86.64934,261.56393,0.21098231,1.9792591,0.09942705
1.0904266,7.2334375,196.9474,288.0901,0.6954168,0.5988872,1.2456735
5.7494745,0.7631067,223.71674,285.45465,0.17555597,0.39816982,1.5850093
3.1352785,1.4084483,138.83722,188.89047,0.15550457,1.9918103,1.9708304
9.848641,4.8389697,215.08484,249.05681,0.67492,0.86560434,1.6737849
7.7796364,9.855355,73.62199,267.64893,0.4261828,0.29741737,1.8362606
0.2958079,7.388385,54.14656,132.0794,0.3432293,1.0394131,1.6859303
2.202519,4.393536,4.5656233,228.48935,0.18595,0.18706481,0.57911617
9.811077,4.319624,161.41504,287.57285,0.900996,1.9001802,1.4734653
5.120739,1.7686194,173.04361,256.43478,0.7883712,0.3882716,0.57191694
9.953071,2.394466,230.07297,245.52496,0.7803831,0.24470314,1.3841255
7.937604,0.90477216,212.49223,282.91553,0.51862246,1.9669099,0.7288786
3.6241765,1.011826,172.98213,250.3774,0.225724,0.77574867,1.1253799
4.7932534,1.164099,194.86462,261.7542,0.86954963,1.1146895,0.21306023
7.962568,3.89074,289.64572,290.412,0.6909071,0.53845155,1.7131389
0.5884792,5.872764,57.17977,176.39935,0.33721787,1.6587807,0.5059051
0.6741657,8.600849,112.57793,256.34634,0.8444544,0.6052796,0.90470254
0.44045606,1.79585,285.41827,296.25787,0.22583993,0.62946945,1.9672091
7.6242642,3.123625,99.60694,199.6354,0.4973029,1.5361509,1.9631437
1.8867816,7.1812773,237.43288,276.7756,0.9244147,1.3451858,0.43583608
8.500239,3.1186724,145.67186,210.0783,0.013837921,1.2797375,1.8763887
4.579755,1.0199109,69.60727,87.40983,0.9539761,0.16358246,0.7587721
8.009765,0.981565,125.43804,263.43616,0.13850361,1.9375831,0.32166955
1.2179953,6.9307866,275.26944,289.14572,0.31847137,1.450943,0.03452813
5.7177672,8.43325,2.1916902,174.53506,0.9139692,1.546412,0.89426017
0.123989075,5.656184,239.18045,250.23532,0.051248647,0.80586827,1.8278757
1.81348,3.0667043,257.32944,285.49347,0.63421303,1.9109176,0.7666752
8.886152,2.8391247,165.73712,212.99562,0.8311659,0.9399494,1.2725126
7.9360256,6.668119,288.57013,296.0735,0.4228287,1.3439962,1.6927346
8.876379,7.901219,13.487686,196.06824,0.38302842,0.55079395,0.134494
9.567463,7.9845057,266.8785,296.47263,0.7467231,0.35048053,0.58015263
5.252196,4.6774616,163.40053,189.66597,0.28948453,0.019141259,0.89013064
5.2128367,7.8766146,219.64163,233.30476,0.27138904,0.24970765,0.71349746
3.6783955,4.917174,140.45192,266.60565,0.2733888,1.9283055,0.64525247
