x,y,e,l,α,β,serveice
0.45013115,7.999833,0.0,250.0,0.0,0.0,0.0
0.9742028,1.4963062,0.0,250.0,0.0,0.0,0.0
6.95843,1.9642462,0.0,250.0,0.0,0.0,0.0
4.354124,7.96098,0.0,250.0,0.0,0.0,0.0
7.5249715,1.5915316,0.0,250.0,0.0,0.0,0.0
8.853884,5.103682,0.0,250.0,0.0,0.0,0.0
2.2621007,3.7468226,0.0,250.0,0.0,0.0,0.0
9.89246,9.185039,175.50336,212.00043,0.8872422,0.2704243,1.1512674
1.3151459,1.7450284,170.66916,217.57166,0.5953914,1.470702,1.9972868
3.3952687,2.5913448,224.66461,229.08209,0.9465695,1.3538904,0.862766
4.5191097,1.8679794,229.89699,247.9312,0.35305107,0.029228609,1.3069494
0.86356837,0.60990953,6.3447104,74.50864,0.28570175,0.89197963,1.3225819
1.257429,4.2527914,186.35106,213.6349,0.45753545,1.3769536,1.5290184
6.014756,9.458712,28.581524,30.167036,0.31079328,1.8174028,1.339762
1.9353648,7.502788,43.02926,81.58586,0.10167371,1.9393355,1.8467968
4.9368834,3.6339674,140.161,150.80594,0.6743096,1.0206577,0.95500344
5.75392,9.390353,224.5073,245.81706,0.29003382,0.017291857,0.4818052
7.419325,4.018376,49.275185,79.11696,0.8849236,0.62596303,0.532825
8.078079,2.6777015,119.601875,230.94124,0.9866584,1.0299752,0.8302895
5.9865675,3.9403255,164.17197,201.87437,0.6709305,0.5386393,0.39114285
4.4114294,6.8980803,211.94522,211.98172,0.78390807,0.94769996,1.1149256
1.0201269,9.277132,79.819534,88.82533,0.64325166,1.6008424,1.5855451
9.207772,0.16557656,34.728714,234.7847,0.1980339,0.17744452,1.2432249
6.1927767,0.5748305,48.706673,220.98558,0.12543419,1.0535064,1.7906222
6.082913,2.8329265,138.13632,187.66612,0.95847625,0.37318802,1.6234536
5.5740743,3.0116434,216.03366,230.69418,0.98830575,1.3823891,1.8715439
5.9909344,5.892779,113.87503,187.36465,0.7675141,1.66316,0.19636309
3.659722,5.190745,34.803894,167.89462,0.68982095,0.90518427,1.7486116
3.7261164,6.6426597,22.419321,211.77808,0.5807828,0.21063331,1.6589073
0.26386616,7.007465,208.23383,229.27698,0.86866903,0.96069324,0.8524107
1.525419,0.4488806,249.17517,249.84679,0.14852248,0.61538005,1.6971858
5.9603453,5.6678605,171.64513,184.60724,0.65728784,1.2750463,0.017922886
5.10636,9.969709,164.18515,180.01282,0.94075656,1.5771877,0.82145625
3.485131,6.241113,75.04496,170.38142,0.9265366,1.2088566,1.9473895
6.378242,9.073222,219.78987,244.36519,0.1406516,1.3604279,0.96606565
5.560269,1.0493488,136.67276,227.20107,0.9704004,1.2650642,1.9629815
8.815141,4.990099,45.357704,110.026,0.9759204,0.57545507,1.593901
1.384863,4.7183213,163.16815,165.02939,0.061952233,1.3193519,1.4179516
