x,y,e,l,α,β,serveice
4.509134,5.484189,0.0,250.0,0.0,0.0,0.0
8.164135,2.9688768,0.0,250.0,0.0,0.0,0.0
9.147071,4.9508686,0.0,250.0,0.0,0.0,0.0
1.7365037,2.8129365,0.0,250.0,0.0,0.0,0.0
0.70949215,9.450414,0.0,250.0,0.0,0.0,0.0
5.8229976,7.546908,0.0,250.0,0.0,0.0,0.0
1.8811187,5.785357,0.0,250.0,0.0,0.0,0.0
2.2869143,6.3941565,92.617775,122.74391,0.64075816,0.7306708,1.6505923
6.993564,1.6677679,175.82675,184.6771,0.3117582,1.3359696,1.7536631
7.673005,3.152842,145.33983,180.96243,0.61841345,0.5037223,0.18302818
1.7485195,5.0363374,224.83911,229.53696,0.40820023,1.8039013,1.3431714
8.153049,0.012396714,69.64571,248.01866,0.22912982,0.77580076,0.8166887
7.189078,1.5519361,176.83893,247.70639,0.258577,1.3973672,1.6637604
2.0845435,6.739355,62.965878,175.36075,0.34827766,0.5363304,1.6762146
3.2389188,2.1194744,178.10793,239.64532,0.010731802,1.1201389,0.7006412
1.1217315,3.3710299,8.502774,174.95082,0.924889,0.75481105,1.6582742
9.995901,2.312869,209.74286,222.29665,0.44432756,0.7072496,0.503799
9.945383,3.0748172,32.748184,204.96214,0.7704361,1.3804921,1.1708747
3.874186,1.6468953,95.895584,140.18658,0.69074595,1.1698325,0.8170682
3.7986388,3.811963,117.696724,249.9022,0.6158491,0.048506655,0.29983562
5.0938396,4.124446,106.97827,231.45056,0.8558696,1.8209363,1.8250487
5.8436365,6.704094,49.24621,69.97032,0.7591133,0.36079082,1.0819688
0.88006544,3.8352778,242.95963,249.3797,0.41130626,1.6493131,1.6019175
8.425118,0.13205151,208.56905,228.81792,0.2624573,0.33309337,1.888008
9.010809,7.720572,199.04402,236.03806,0.0063400394,1.8485544,0.81688637
4.434833,3.298784,6.9168634,53.858913,0.97870404,0.07378153,1.4949243
5.301146,9.200794,2.470182,233.14503,0.83841276,0.927535,0.7158555
9.284456,4.200399,68.40927,136.73036,0.78309953,0.11457998,1.1784238
9.121827,2.9140666,104.97613,155.4208,0.9916866,0.1089588,0.4916673
8.866268,8.62094,84.35425,109.860306,0.01654012,0.449601,0.12649915
8.868902,2.6526005,87.29247,175.99147,0.33046928,1.8213927,0.23007593
4.8410892,3.3257782,152.35623,156.30841,0.7405402,0.8592465,1.7850649
2.115853,0.964994,68.54595,232.21214,0.013122978,0.6211037,0.34813574
8.897879,4.2805243,97.08672,216.37402,0.52041614,1.5218427,1.8319976
1.9620619,0.57281655,171.812,231.73816,0.29177794,0.17440824,0.32913202
8.62444,5.061183,245.91716,245.95068,0.07602874,0.7319748,1.0320224
4.2794747,3.0839198,228.39677,244.37218,0.3540034,0.74545,1.1874038
9.45286,2.2852526,20.150911,241.99698,0.907569,0.67290604,1.9295673
1.6084354,6.9448857,217.7526,226.58252,0.31987843,1.6905589,1.4165366
9.425606,2.176652,28.837479,44.452248,0.31284317,0.1266176,0.5247947
3.1462376,2.9419732,160.32295,217.3667,0.7856607,0.20203614,1.2924703
7.662229,2.8639982,46.581997,86.06664,0.7761028,1.9931605,1.0176609
8.905691,0.35542974,170.50732,216.25635,0.218145,0.4782168,1.3485171
6.2176533,6.4637117,198.07727,239.52061,0.999726,0.3754922,0.58457917
5.618832,0.45518255,216.82796,221.70815,0.5649017,0.4437705,0.7959607
6.299013,0.6843598,215.39062,237.43655,0.2857631,0.8532966,0.9715324
8.298133,1.9821413,236.27289,246.25551,0.09478927,0.8631489,1.2849243
4.015239,8.332878,79.16936,174.93555,0.6764257,1.915626,1.5431716
7.234484,2.9577165,90.64932,243.47652,0.5492545,0.9905536,1.6570182
5.3376203,6.830175,187.8961,229.3047,0.10933355,0.2193334,0.2552877
6.942387,8.766178,139.68083,241.46896,0.77864486,1.1967263,0.6337717
3.2868934,7.9512315,59.946785,183.84914,0.018966539,0.48122996,1.8038921
1.6861979,0.40446025,83.38461,123.87275,0.7396108,0.8998899,1.0946195
3.8329306,8.93294,131.16393,204.0916,0.99078107,0.16589709,0.73694015
7.076409,4.262469,200.03738,240.88724,0.16293928,1.7341181,1.1479293
2.0485082,1.7157528,189.45831,238.8015,0.4766837,1.3283386,0.4752067
2.968444,0.97405154,240.53777,249.76411,0.9354877,1.0371717,1.1284351
