x,y,e,l,α,β,serveice
9.551325,3.7418232,0.0,250.0,0.0,0.0,0.0
9.67248,3.403631,0.0,250.0,0.0,0.0,0.0
1.8116158,5.2493234,0.0,250.0,0.0,0.0,0.0
0.9302745,7.798931,0.0,250.0,0.0,0.0,0.0
7.1160593,4.5053654,0.0,250.0,0.0,0.0,0.0
7.1886873,8.488742,191.34454,219.42992,0.47016352,1.4363096,1.8786222
0.45936853,2.9340124,43.093624,58.297394,0.81387955,0.9656054,1.7172703
6.043698,0.6798146,25.192041,237.0769,0.10983108,1.297947,1.1753495
1.7559496,9.279442,65.82203,103.59358,0.16069995,1.8121822,1.0910275
6.7002726,3.6816542,152.33124,218.70456,0.97196513,0.3606949,1.4111046
2.4300718,1.6863086,26.839634,90.575836,0.8220108,1.1462017,1.0847094
1.0258385,4.61163,9.966089,65.851585,0.62107754,0.51148456,0.86412215
0.063658126,2.943331,226.87064,234.26138,0.2716923,1.3441625,0.8738061
6.836655,9.44985,217.84119,249.65802,0.6473849,0.8830734,1.9994832
2.7313905,4.7287765,162.807,207.09192,0.12605132,0.07263317,1.3880297
4.1177797,4.0768337,147.88576,177.19107,0.9431454,0.084291555,0.023462513
7.134723,4.0587926,0.5563743,196.66759,0.64108914,1.9155743,0.7055708
1.1104467,2.277406,134.51842,158.11656,0.9628373,0.064651355,0.08052242
9.778973,8.475748,227.90746,236.73122,0.631365,0.29467997,0.72563446
8.733628,1.0659459,246.61195,248.35068,0.99029607,1.8090308,0.77991754
5.437071,2.9516938,53.10412,240.80437,0.9758606,0.9272474,1.0641502
4.7788906,3.1440198,114.13729,222.21051,0.101946525,0.6096152,1.0279087
9.218995,7.9626946,62.88072,167.42203,0.88384604,0.84615976,0.85655195
4.9691443,6.9319367,110.15153,112.631454,0.057420895,1.2445034,1.7961637
7.9873643,7.684758,61.084858,95.34807,0.058166664,0.7552258,1.8706123
7.458128,9.563572,186.933,225.62886,0.3672449,0.02840113,0.9328254
3.5986397,1.5138199,241.7827,245.34184,0.43089494,0.4902513,0.28294984
6.64661,0.6075948,121.98731,133.68173,0.88043666,1.7931441,0.5725673
9.902571,9.889884,230.58623,243.57808,0.6409286,1.1863467,1.149114
2.9326894,5.9956794,88.03046,200.4732,0.16972607,1.9039778,1.1769562
9.891825,1.5301907,232.05225,242.97409,0.61385083,0.42339188,0.119314596
8.818131,9.429159,111.41358,111.459175,0.864431,1.1575353,1.5978186
0.80799365,2.4970102,68.48549,167.43134,0.52567506,0.3086653,1.2112956
6.2129803,3.4023588,54.279686,98.55274,0.76516914,0.15530539,1.6227207
1.62224,0.3970296,240.43192,242.14871,0.775866,1.7097304,1.0969193
3.9080863,9.979408,45.675823,99.296524,0.34859374,0.19022311,0.62817484
8.595764,0.111112446,53.36342,234.94307,0.23755668,1.6022553,0.4409565
8.124029,2.9480872,102.49319,189.41843,0.74709105,0.41633773,0.9724628
8.078006,9.571983,217.86337,221.28218,0.6537001,1.7777275,0.51321363
5.7516837,8.976385,144.39258,203.17258,0.8770447,1.5172827,1.6727344
1.98758,8.802111,215.10306,222.15364,0.22949281,0.9761643,0.38180113
3.9933462,5.7906227,180.37923,234.8612,0.231084,0.175693,1.4524566
8.720038,5.7632527,95.15645,132.49405,0.7091043,0.4691412,0.97746277
3.4881876,0.94241536,48.56284,173.55447,0.97100556,0.4890585,1.2794536
0.65491086,2.9035773,1.6715163,36.41084,0.5036908,0.14677857,0.92429775
7.367265,7.3097715,44.93862,103.32845,0.81378275,0.63705665,0.1905087
7.433643,0.5749788,49.146126,172.21239,0.15858635,0.8624194,1.0810493
4.4156604,1.3554388,246.44296,246.45264,0.55431795,1.8144797,1.40516
8.825583,4.7750297,76.80849,132.60466,0.7159258,0.4712399,1.0442078
7.9721065,9.553127,138.4979,234.93657,0.17654733,0.63376653,0.21894264
3.2963414,8.390823,75.03986,132.2972,0.65797013,1.4612173,0.99466455
3.2925735,3.3537872,61.415276,145.17122,0.29577965,1.5544415,1.5049766
7.562839,6.3958206,116.854126,194.6311,0.88628894,0.2674153,0.15415248
2.7219784,1.0213212,169.0122,175.81499,0.18180668,1.6143756,1.4101952
4.8663654,8.186164,47.332825,56.332706,0.108559564,1.4088724,0.99004036
1.6631491,5.0869584,199.80026,231.46117,0.045938976,1.8842388,0.26252806
4.600537,6.9990225,133.59741,182.89236,0.7246364,1.643707,0.9639623
6.1919694,7.1433253,197.73285,212.09346,0.9119528,1.089786,0.7954638
5.6105604,6.2262797,144.40073,238.4881,0.35818422,1.6243869,0.0016306702
1.7730136,8.624996,197.43333,213.38628,0.4490763,0.6102154,1.7908928
2.0588357,4.4851923,70.73225,160.23737,0.16925308,1.5709404,0.15583427
8.927411,8.241707,64.407005,120.68735,0.5776085,0.76154906,1.6684083
3.7982957,4.3330674,117.56189,188.97302,0.062741,1.1841285,0.08853542
6.1795588,8.229419,47.783714,100.74753,0.3623187,1.9128042,1.7350011
3.0139723,0.51370025,165.62411,178.57724,0.8827079,0.18814802,0.41316792
7.1361756,4.841148,186.53777,244.8163,0.8116473,1.7829527,0.5620128
4.461146,0.65405667,4.69606,231.24356,0.6046881,0.92830706,0.5023574
5.5843987,8.537292,63.83384,248.38802,0.6031461,1.732853,1.262265
0.2790558,5.434053,44.053337,165.34737,0.41220534,0.003381395,0.121558815
2.8095238,4.422311,214.4194,238.563,0.3372592,0.47258857,1.8049234
7.1856384,5.105273,179.4971,203.62222,0.23599951,0.9856745,1.2313052
0.25953987,6.3365817,85.32708,127.55148,0.005793787,1.8208028,1.065883
7.5241375,1.6721239,118.77852,220.975,0.26156372,0.42470446,0.6620928
8.801964,1.2001599,83.67112,185.96861,0.08080611,0.18946835,1.6815355
6.777825,7.175213,160.91193,199.58958,0.7459573,0.60364544,1.641002
1.3061261,0.8759034,168.63588,211.74,0.20034869,1.0118347,0.8435701
9.466134,2.2634487,185.87871,224.48914,0.6943678,0.4375676,0.8455394
0.8585791,2.8141534,209.33316,219.07562,0.6589739,1.3648193,1.1895258
5.0275164,4.2176423,243.45332,248.15585,0.37270734,0.12696084,0.44894424
5.4627976,5.5907984,178.64009,212.06868,0.04435465,1.4526244,1.3461587
8.075584,8.60873,84.59228,120.10084,0.57241184,1.085165,0.988459
7.2481027,8.210725,236.66872,239.95618,0.52375704,0.93354464,0.11040802
6.2762613,7.0896397,84.22716,134.05228,0.3817841,1.2760926,0.13296582
9.227815,8.146753,17.88602,98.67486,0.4942633,1.8066541,0.2867004
8.283279,4.59291,39.936512,56.03518,0.5827767,1.3024547,1.4093306
4.573636,2.6516278,0.0,250.0,0.0,0.0,0.0
7.0013847,8.067917,0.0,250.0,0.0,0.0,0.0
9.74343,5.6650705,0.0,250.0,0.0,0.0,0.0
8.619963,4.864143,0.0,250.0,0.0,0.0,0.0
1.3548077,5.3424554,0.0,250.0,0.0,0.0,0.0
8.067503,7.652847,0.0,250.0,0.0,0.0,0.0
