x,y,e,l,α,β,serveice
2.2085383,5.187378,0.0,250.0,0.0,0.0,0.0
7.502124,9.200448,0.0,250.0,0.0,0.0,0.0
3.889991,0.39232418,0.0,250.0,0.0,0.0,0.0
5.546405,3.6767132,0.0,250.0,0.0,0.0,0.0
0.7969961,8.09588,0.0,250.0,0.0,0.0,0.0
9.7667885,8.082059,0.0,250.0,0.0,0.0,0.0
6.896945,5.529379,0.0,250.0,0.0,0.0,0.0
7.2035127,1.8750347,227.79349,241.87325,0.35012174,1.2292105,0.92477566
0.29986104,6.2848115,185.05292,185.5668,0.4382488,0.016481213,0.0694564
5.3956113,7.5480633,107.214264,232.99644,0.89847755,0.04491016,0.23849282
2.1727312,6.026482,233.90448,239.25984,0.026145536,1.935213,0.76864684
0.8917924,5.5551353,196.46335,215.55824,0.011818537,1.3482945,1.5043939
2.5887454,7.1785,155.65054,183.01277,0.1907244,0.89344376,1.2009326
9.5112505,1.2962489,47.265274,130.10732,0.4764708,0.5441868,1.6133819
6.7145495,4.320731,101.18922,186.2207,0.78575253,1.4768293,1.463758
6.2715616,9.296121,211.20802,212.94957,0.89865565,1.6123534,0.17548482
6.927333,3.8040488,168.93588,174.83186,0.4725504,1.2402424,1.6676632
0.7542354,1.1763995,19.70435,224.618,0.71692556,0.26220873,0.50992626
4.461701,8.190375,138.61038,218.6276,0.36622274,0.98600304,1.13512
0.68765664,3.5657802,174.9493,183.27852,0.9646958,1.3047252,0.3833051
5.0788155,9.731473,236.89592,240.9062,0.4893506,1.898596,0.45072943
6.3777766,5.698058,127.90143,140.64388,0.9884582,0.83249825,1.261336
2.2274878,5.5105624,140.08348,168.4041,0.106075026,1.035877,0.5084979
6.823402,1.571952,214.30296,230.66006,0.039914418,0.41808382,1.6112857
6.9671674,6.433093,132.29665,139.05775,0.75750947,0.6067453,0.48167434
0.78801364,4.5414352,234.84879,242.4151,0.16621011,0.24968281,0.20414625
0.031805377,6.717612,47.365044,89.1096,0.737414,0.7585432,0.6905489
8.817344,1.0840561,50.904907,184.06517,0.75372064,0.97663796,0.30929366
9.242272,8.51151,237.20996,241.18544,0.16003712,0.695358,0.04715407
0.1213923,9.417709,163.15742,202.81316,0.3113383,0.68221533,0.6674017
8.457239,6.677125,120.56456,125.93415,0.2534123,1.1173896,1.9657973
2.802859,4.0622888,5.0202703,232.62436,0.11210102,0.49848127,0.2083825
0.34154898,2.3821852,22.631907,193.4931,0.06424669,0.00087190804,1.1763321
4.280112,4.4196124,174.16463,242.65083,0.39206272,0.7462488,1.3986558
7.896511,5.893011,80.80386,96.283066,0.007743876,1.2911421,1.304026
0.8449309,7.9746094,92.479256,171.99373,0.02868911,0.892711,0.068304874
0.17694606,9.793001,52.963383,189.10724,0.038202405,0.69002676,0.16134672
9.424611,7.5699697,26.680346,231.46944,0.8597849,0.6524865,1.1491909
5.174145,1.4960346,93.45095,115.56074,0.96032315,0.9703465,1.1831282
4.5010285,9.165115,87.62367,152.6249,0.9062004,1.282364,1.8602797
3.4731908,4.9913683,126.97672,196.90504,0.7986138,1.7235378,1.215358
8.24894,5.973482,52.43039,233.35074,0.5809568,1.2674274,1.6889297
5.0857162,6.8894205,101.614624,201.12941,0.5011571,0.22119577,1.131148
