x,y,e,l,α,β,serveice
4.5151634,9.071082,0.0,250.0,0.0,0.0,0.0
3.0337806,4.20079,0.0,250.0,0.0,0.0,0.0
7.3881383,9.374584,0.0,250.0,0.0,0.0,0.0
2.404424,9.9953165,0.0,250.0,0.0,0.0,0.0
6.3365345,4.7865286,0.0,250.0,0.0,0.0,0.0
8.7772045,9.843971,0.0,250.0,0.0,0.0,0.0
8.988162,2.274697,0.0,250.0,0.0,0.0,0.0
0.7300005,7.243223,147.06223,172.84235,0.5638981,1.1496742,0.8904593
6.3434563,6.896586,202.07825,210.0257,0.5199154,1.2433342,1.7779378
8.918745,6.3965664,72.83702,126.82925,0.9822321,0.33605385,0.9450174
8.34646,3.0579126,47.037636,161.62793,0.7991219,0.54912245,0.5750659
5.7634907,7.942586,96.813965,163.12961,0.50019276,0.52834606,0.21857837
0.24913254,7.793234,222.81477,244.21509,0.83818454,0.6026185,1.1879448
1.036833,0.704648,138.30023,194.7165,0.80596423,1.0215976,0.12668382
1.6307999,3.0426412,112.95868,200.42361,0.009565297,0.5802162,0.5579881
2.1232893,4.8009872,123.46922,175.09451,0.27782407,1.4611578,1.5723609
9.444027,1.0961883,118.51248,215.32468,0.05189145,0.2988416,0.88140506
4.5560923,7.8511724,22.883055,185.47997,0.27252218,1.1355863,1.7047738
7.407343,4.2629743,217.89008,229.1286,0.42456776,1.2811723,0.39825413
8.166503,4.8975873,9.630758,51.309143,0.7773196,0.39959827,1.9870802
8.406341,5.2708564,96.878,203.01526,0.17922194,0.44438365,0.039998032
5.0357137,8.666093,212.46753,231.91077,0.24326472,1.5335352,1.5371288
3.887084,1.337214,161.44528,193.90117,0.67799443,0.841097,1.300664
9.800593,3.4375103,118.40684,129.84538,0.19296972,1.8869741,1.6433662
3.2709568,1.8792555,191.52002,209.65279,0.313741,0.54840755,0.8301857
2.6157393,1.9543823,138.7966,182.23065,0.1756718,0.16244362,1.8266032
0.86742663,6.9748116,127.492424,214.87915,0.60681695,1.2788949,0.32844043
4.2397256,5.413311,101.0633,193.57918,0.05225481,0.011977016,0.6265075
8.742689,0.13539658,41.768402,151.40721,0.6393817,1.1826992,0.14054368
7.9366293,5.1011395,179.51695,221.8412,0.9164094,0.8218732,1.3917754
0.87123877,4.4135556,123.66687,126.69304,0.16544648,1.2845315,1.3378206
5.392449,8.520959,33.971203,88.8225,0.9499939,0.0014570969,0.13309585
7.524039,4.7545204,122.76167,221.0177,0.8253001,1.3660644,1.3485317
1.2645425,2.1719773,113.869774,231.69696,0.03702427,0.87881565,0.8633127
5.232608,3.157724,222.55582,229.57892,0.71480334,1.189231,1.7563417
2.9287875,5.0366,182.78087,223.18842,0.8798814,1.1744338,1.3381281
5.488588,0.014494554,247.60701,247.80556,0.5415212,1.6463032,1.8170757
2.5683694,6.0875998,69.178795,235.23813,0.5117992,1.565246,0.7181301
5.546422,2.2267303,91.106094,134.34044,0.03913909,1.5778115,0.42600405
2.4184873,5.6211686,167.50647,213.85248,0.69527483,0.55164176,1.0329181
7.2268853,3.653767,151.79851,219.43373,0.9239875,1.4405277,0.012804904
1.6508081,1.2589388,46.715233,120.648674,0.9628625,0.89001787,1.6742016
9.044351,9.709635,43.26412,137.56755,0.8562851,0.5498028,0.15358457
8.903225,2.0785534,186.01047,217.68532,0.74754494,0.37689403,0.7591604
7.3589926,3.307661,226.67398,245.35797,0.41417265,0.5933687,1.4715065
0.21414064,0.46374288,13.54597,175.71196,0.44739988,1.0671705,1.1131498
6.657602,5.3880005,38.680534,48.083183,0.117628664,1.2977446,1.000336
9.034493,5.1390896,53.544483,195.97508,0.64737916,1.4278631,1.8013748
9.638741,7.323931,245.2853,249.33574,0.79590887,0.16648313,0.736918
2.4978037,1.8994199,17.540344,219.41425,0.41830635,0.48731017,0.558561
4.1113954,4.476723,187.02734,213.97345,0.09922683,0.91403997,1.3712698
6.688874,1.2100734,120.910255,148.69293,0.18423362,0.060345825,1.1390495
0.5176344,6.484257,56.43862,84.94742,0.78340596,1.7137494,0.017679052
3.8973422,0.7537505,186.71748,225.68898,0.4541951,1.9870313,1.8821614
0.8741631,4.1923456,243.84703,244.67776,0.5907426,0.27019525,1.0208052
9.780308,1.147149,169.99478,185.59436,0.68434155,1.1221459,1.6681484
8.187959,5.8019695,66.33792,214.69601,0.009611018,1.0966194,1.2735472
3.7011468,5.8233066,128.80205,239.39133,0.9654861,1.5132462,1.5905867
0.012257852,4.2361646,179.8883,224.85184,0.29842952,1.109062,0.90831447
6.2374053,5.871019,100.15561,126.29688,0.7923274,0.17073005,1.7053986
3.8012502,2.5588658,102.89179,210.58624,0.84682053,1.7763011,0.66726744
6.7740474,1.1892177,177.47878,191.23996,0.526606,1.5777569,0.4348137
1.033203,1.3875451,1.5128297,138.09949,0.9879948,1.5452157,0.33725777
3.9691012,7.519002,31.756945,118.955956,0.42572838,1.2620797,0.029135758
4.116151,7.8953032,239.3295,242.51212,0.7533418,0.09530938,1.9505321
8.294556,9.37996,26.168165,151.41336,0.55459225,0.72302234,1.7659212
0.19151653,2.012116,230.9033,240.01591,0.50961995,1.3166958,0.344715
5.003851,6.735054,198.6322,200.78021,0.55097497,0.30513287,0.41197374
6.1735044,9.4653845,107.49419,148.7214,0.16656058,0.036145624,0.5795138
0.3748162,4.1880345,63.283062,66.719376,0.21687326,1.6453031,1.6923935
7.7510285,7.329728,36.389133,130.45364,0.6146828,1.2327987,0.6517548
0.58098716,2.9886265,170.64316,200.83408,0.19115755,1.7633264,0.29581887
4.9444704,8.908291,92.7616,246.38287,0.84664047,1.974529,0.91812205
4.1200595,5.573263,49.58348,114.07758,0.4359624,0.38858035,1.314295
5.6312995,0.3628194,212.94273,220.65219,0.68918043,1.5430217,1.731829
6.6218696,0.9747422,143.31894,192.5953,0.88814074,0.29207733,1.3999375
2.7404237,6.156835,240.36987,249.49916,0.57596236,0.14292529,1.6847866
3.7264357,3.4968667,103.42842,228.89117,0.88398933,1.3948051,1.1442373
7.0255556,4.4210234,223.28065,236.30226,0.54579645,0.8134552,1.5824964
8.446651,2.7873156,29.80522,54.648846,0.6350108,0.7595084,0.08728297
1.2229269,0.7627553,5.4436736,159.30078,0.6719274,0.07195879,0.95372397
5.6946177,0.7273147,103.73881,119.09702,0.10547991,1.6203033,1.3038248
5.4565916,8.741466,39.082706,45.190155,0.70214903,1.6401472,1.6759549
6.4871926,0.28494412,124.48079,169.67772,0.7528309,1.7647063,0.29829922
2.869735,1.5286659,21.220211,242.75441,0.20167966,1.8206176,1.7836325
2.9645607,3.3539538,168.97073,240.20882,0.26865414,1.786951,0.1998615
5.7091026,1.0637513,85.004745,182.24901,0.03246392,0.58518815,1.4012563
7.0320096,8.448049,0.0,250.0,0.0,0.0,0.0
2.443932,5.8382607,0.0,250.0,0.0,0.0,0.0
0.09359958,2.134768,0.0,250.0,0.0,0.0,0.0
4.3636813,2.8169096,0.0,250.0,0.0,0.0,0.0
2.9645305,7.9835362,0.0,250.0,0.0,0.0,0.0
