x,y,e,l,α,β,serveice
4.323101,8.924053,0.0,250.0,0.0,0.0,0.0
3.8647063,9.748513,0.0,250.0,0.0,0.0,0.0
3.1112702,9.238729,0.0,250.0,0.0,0.0,0.0
2.7339544,8.155288,0.0,250.0,0.0,0.0,0.0
7.3411274,6.6023355,0.0,250.0,0.0,0.0,0.0
8.195881,4.8514605,240.81737,243.07994,0.5380735,1.1320233,0.022937777
9.551583,7.059105,3.6482327,98.42676,0.7032729,1.7038743,0.011711549
1.1960665,3.7712374,212.21758,224.45654,0.27111414,0.5945955,0.7049881
1.5145001,7.4984474,59.841064,102.09425,0.87129253,1.9793953,0.20179
9.866559,6.3974514,123.849495,237.55379,0.69353014,1.0493506,1.0766592
4.478481,8.022857,162.33481,207.74504,0.20698237,0.6250919,0.685933
1.1718761,6.95867,16.598455,200.12619,0.5220424,1.1197364,0.3901463
7.6550093,6.5965824,238.87848,244.78096,0.06583542,0.8076002,1.087888
2.9918034,6.8018584,145.16873,232.60686,0.28431627,1.3092433,0.72896576
7.726005,4.2054696,113.00697,194.864,0.8613498,0.9821307,1.6874005
8.552491,0.6210859,131.44914,134.58685,0.31732976,1.0986853,0.49488124
2.6647556,3.4014258,112.91126,210.16496,0.6487719,0.7191475,1.3000216
9.838607,8.049529,230.06276,241.53778,0.4242812,0.6516652,1.1641954
0.4048094,5.5475564,248.84901,249.92787,0.65793484,1.417772,0.2706456
2.8498304,0.947389,24.273222,40.44889,0.26195985,0.06556431,0.00031932016
9.70796,3.3126583,161.7092,166.97029,0.1362205,1.7437274,1.66957
4.6752367,6.5407634,208.13748,225.99919,0.92502373,1.2200903,1.5022848
2.870831,3.1173413,125.31906,127.47217,0.9230657,0.9595782,1.6371844
2.9114006,5.529655,223.11441,242.25835,0.25273773,0.60104966,1.7739475
9.429498,5.2254124,100.47539,221.03694,0.20920531,0.8854133,1.5231429
5.0448885,6.0750475,124.674065,154.10495,0.17337535,1.3950614,1.3828666
0.50469667,4.46905,177.64233,204.33284,0.5000603,1.2286593,1.2901729
7.4822917,5.3543477,204.46234,246.52368,0.12607802,1.5828202,1.8473016
