x,y,e,l,α,β,serveice
7.015157,6.914235,0.0,250.0,0.0,0.0,0.0
3.2654445,6.1338406,0.0,250.0,0.0,0.0,0.0
7.610094,6.685325,0.0,250.0,0.0,0.0,0.0
1.8504148,9.099783,0.0,250.0,0.0,0.0,0.0
5.394199,9.500692,0.0,250.0,0.0,0.0,0.0
5.063705,7.34671,0.0,250.0,0.0,0.0,0.0
4.8418007,0.72253716,182.25537,204.63022,0.07260631,1.4933835,0.96972364
3.1497085,3.656968,195.76018,229.32584,0.45842913,1.8646605,1.0026929
7.577511,3.064319,46.39185,90.02253,0.83936876,0.35487562,1.5996405
0.2322238,8.325197,94.75058,207.30527,0.8563049,1.2385613,1.3564601
6.687154,4.2719355,101.15926,108.88711,0.17636612,0.74040383,0.8981025
3.5223448,9.229657,172.25287,227.66649,0.33318126,1.0283271,0.6420692
9.596378,2.9962957,243.04002,245.8469,0.9098488,1.2593955,0.4354984
7.919812,2.8885162,247.57663,247.78471,0.09450166,1.0426545,0.38973314
0.025771143,8.437551,224.8778,238.82089,0.24951373,1.5926131,0.33079046
1.1501492,3.1734285,223.62393,227.5973,0.8663503,1.6166159,1.8775394
5.978178,0.062129784,223.67746,230.02084,0.16753133,0.44634306,1.7519541
1.9214199,3.6579201,152.15578,212.37744,0.8088089,1.7285775,0.42310068
3.11751,2.1271663,54.67658,114.064606,0.04800281,0.87652427,0.032762982
6.48296,3.6255133,88.35264,92.41911,0.55931884,1.8205514,0.33624506
2.1664164,6.6122203,12.150837,185.68822,0.48367926,0.48058212,0.37625015
7.9239244,3.1088932,108.688194,149.7732,0.122845195,0.48611823,0.20704244
7.0630283,1.8771142,223.49223,229.71385,0.1577302,0.782675,0.77960837
9.130785,1.6127523,171.83278,226.34729,0.39569634,1.6978685,1.6410867
4.7601047,2.4748328,201.37259,220.81175,0.09658952,0.72149116,1.191937
5.3275394,2.9926383,32.416855,38.375343,0.6762776,0.11943113,0.6431197
2.924673,2.1816769,50.945263,218.1541,0.45570236,0.30930352,0.43923402
4.925446,0.15577212,152.18176,218.93895,0.91261464,1.5731018,0.005983006
7.001449,7.005064,47.426937,48.776237,0.28674316,1.2190653,0.70879287
1.801399,6.8137383,222.00034,229.5629,0.43976521,1.4027797,1.0439613
5.271187,0.018513544,207.63956,215.91672,0.7224139,0.96840876,0.13825275
1.4870065,7.8670835,18.89953,52.7231,0.9566719,0.84314066,0.62803245
8.728139,4.8458047,24.286482,235.49503,0.5830346,1.2341974,0.38287655
9.405445,6.877679,169.08984,230.54303,0.12714556,1.1420007,1.9890836
9.185472,4.9922333,53.417797,232.08429,0.78948003,1.8074263,0.39951563
6.333744,3.4502559,81.21679,150.29814,0.917043,0.70924354,0.9820745
8.971051,1.6142353,194.86012,213.47273,0.8231249,1.938303,1.3197275
7.5959415,8.872955,40.587902,225.3208,0.40363696,1.9503586,0.69436556
1.2371088,3.616089,176.30603,188.71887,0.02451539,0.29654607,1.5802565
2.9244814,2.2568212,170.68422,209.3377,0.7386985,0.56709236,1.0630167
4.707836,6.5408325,245.47812,249.97867,0.32316738,0.43624604,0.78694904
0.4670634,9.653875,203.50302,223.86899,0.473307,0.8357599,0.89978266
0.15328524,4.111689,161.84799,248.40514,0.59539765,0.8946798,1.1493602
5.1067533,2.8996785,172.36455,199.24329,0.024030251,1.1742435,0.07545807
8.664802,2.5413218,51.039932,65.09592,0.4630633,1.2090709,0.019154439
4.183501,8.197215,154.23624,155.55482,0.7337545,1.4720963,0.95417464
5.485402,8.556152,114.54185,147.92508,0.7244298,1.8825473,0.18679018
2.891632,0.07419999,61.173347,138.66614,0.2277517,1.1350522,1.1469731
2.49766,4.3399625,126.583496,145.03261,0.43516082,1.7927221,1.3167361
1.1629087,0.55845994,102.04647,159.44315,0.64168674,0.6668806,0.8450562
8.102669,2.7992394,142.60835,217.6148,0.037725132,0.11046003,1.3566469
3.27264,4.9287543,184.50975,232.55605,0.42579684,1.5427485,0.18831053
3.20097,8.385901,159.67896,161.82314,0.57935935,0.26815528,0.08662557
3.2001116,5.0072083,158.66345,209.23174,0.26753584,0.22057496,0.2585329
5.1463575,7.474692,76.1028,198.05138,0.085619405,0.0732107,1.1830539
6.0746717,2.1383095,194.82326,205.89531,0.07786495,0.14087647,0.6008059
0.81461143,0.6454161,0.26030794,108.08069,0.4123441,0.070351146,1.1891603
6.396268,6.2612743,6.4857745,239.72942,0.37604493,1.3502249,0.9948645
8.621421,7.6005063,50.066216,59.168854,0.66708845,0.8473133,1.4721696
7.3568883,1.5236082,246.68382,247.50362,0.5628784,1.7753026,0.7264751
0.12803058,1.2298765,76.58278,182.37794,0.69780004,0.85443354,1.7507081
0.04453201,3.4262266,53.56216,165.92741,0.7488945,1.5517604,0.9183058
0.92909515,3.5402012,70.403175,126.273285,0.8826629,0.44692382,0.69555646
6.7177067,9.615245,85.583916,99.8524,0.87759775,0.9808841,0.3457699
4.2946663,7.831297,36.203007,64.39904,0.7317282,1.1242464,1.7915556
1.1746101,2.6735358,25.416586,127.39532,0.35718077,1.3410397,0.22399834
2.644374,3.1495135,77.28663,167.84085,0.078790195,0.46705508,0.46554664
2.5402458,9.225756,81.05666,92.36243,0.62884855,0.2955742,0.7512591
2.314894,0.69780123,110.98762,195.64873,0.903328,0.6335489,0.6798279
1.5413163,8.119613,74.11337,183.1125,0.7703084,1.3823582,1.016617
9.515775,9.733428,232.97093,236.52357,0.28490755,1.3584081,1.4070927
1.624429,6.411587,115.70886,191.41214,0.2639746,1.7130264,0.5888197
5.815514,4.6518564,35.601948,69.11145,0.5217013,0.44633904,1.1856396
0.10817553,8.471937,127.26318,154.54443,0.3903402,1.9518718,0.14732023
5.198019,4.4350643,92.49275,232.96358,0.81633717,0.34599844,1.0462701
2.5755434,0.17219828,71.892845,160.55424,0.2367681,1.521227,0.03228158
4.7422953,4.828075,49.375908,77.41629,0.51655054,1.8323857,0.07872752
2.0180752,1.4399616,29.123318,203.71356,0.36947605,1.7976987,1.4006758
0.4768717,6.9521885,150.8035,167.4149,0.65385735,0.13324086,1.6897871
2.578516,2.033783,73.1225,147.67715,0.89562494,1.3398086,1.6716214
3.6764524,4.769878,210.37892,236.67836,0.57928985,1.0108937,1.2750083
4.4870925,2.950745,200.84023,209.26497,0.3584032,1.3895702,1.3170309
7.482915,2.3356104,83.17482,225.92976,0.52092177,0.866895,0.39043093
2.050307,8.132228,27.62071,226.56487,0.13197617,0.8646512,1.1497262
1.028592,9.099464,23.297092,42.29591,0.69711334,1.0111274,0.32250822
9.585829,3.4392843,168.73186,219.20006,0.15599743,1.9732904,0.88753116
5.317857,8.930695,0.0,250.0,0.0,0.0,0.0
1.8991528,6.275544,0.0,250.0,0.0,0.0,0.0
1.8546622,3.0421302,0.0,250.0,0.0,0.0,0.0
7.03722,3.3764732,0.0,250.0,0.0,0.0,0.0
3.6270328,1.4610152,0.0,250.0,0.0,0.0,0.0
