x,y,e,l,α,β,serveice
6.5333867,2.532582,0.0,250.0,0.0,0.0,0.0
0.9719938,8.282786,0.0,250.0,0.0,0.0,0.0
4.2371936,3.1623237,0.0,250.0,0.0,0.0,0.0
6.355005,3.0818899,0.0,250.0,0.0,0.0,0.0
9.459795,1.486766,0.0,250.0,0.0,0.0,0.0
6.89951,0.50889194,0.0,250.0,0.0,0.0,0.0
8.51574,8.030563,37.170586,137.60341,0.64261895,1.5323398,0.06913198
5.065042,4.250057,1.785869,160.05522,0.3198243,1.5426422,0.94061124
2.81598,8.509616,41.79089,202.42967,0.17461172,1.5897255,0.7305863
7.34055,4.84974,188.92053,222.3597,0.5944017,0.7315806,0.5016537
0.86659855,0.21714276,115.66078,191.66245,0.33674216,1.2553487,1.6255001
2.7364457,8.943842,229.40398,240.79762,0.20956276,1.9847486,0.6676787
4.6176124,1.7892922,230.10265,232.01259,0.35781577,0.91011935,0.21521777
4.039856,3.9872735,215.9035,238.02649,0.615345,0.599434,0.46404418
4.70415,2.235875,236.51031,236.61192,0.89438534,1.0909348,0.20828101
4.0263605,5.513322,246.9769,247.1011,0.5652405,0.54225004,1.6979203
2.3896701,3.394312,215.01573,228.02292,0.5705269,0.28634584,0.89193374
6.081494,5.6252394,14.979106,241.95224,0.9408057,0.8180703,0.25116023
1.8246596,0.099090606,74.731064,78.1929,0.8881973,1.3222977,0.7835231
0.9707967,3.887846,35.78108,155.16864,0.49485412,0.70976615,1.8869172
2.248535,6.845154,196.22078,201.85065,0.82368785,0.04857425,0.6120224
7.137308,4.338012,6.5799108,223.4752,0.35125887,0.73118895,0.06338613
2.6777387,7.2739697,117.126724,171.87622,0.120422155,1.309785,1.4575676
7.7620173,6.897202,149.09448,249.43979,0.93537194,0.6296761,0.7577009
8.302654,4.712374,230.46696,247.90263,0.1962717,0.7465541,1.5478281
8.504619,5.970753,206.34297,229.39758,0.8583115,1.2745612,1.215502
1.2448986,0.63350856,157.75412,222.13846,0.1785778,0.48523393,1.4432603
9.553777,1.0713078,115.85268,121.92975,0.72895944,1.4159375,0.7448084
1.777239,0.16124497,195.81714,221.17468,0.6944734,1.7923875,0.97078717
7.6232166,6.045491,51.741856,228.15027,0.03604377,0.856504,1.4768399
2.4678295,2.5730703,134.17146,180.28555,0.45447195,1.9477074,1.4871831
9.494017,3.7305589,232.91847,243.84167,0.18263474,1.8862259,0.047740765
2.0367007,5.037233,93.17227,223.62065,0.15086955,1.2160361,0.5506645
9.18075,4.742478,25.203218,98.06713,0.82310283,0.24619648,1.736445
5.480623,2.0719059,214.3247,222.41454,0.26810685,1.3353157,1.1590176
4.905055,7.6299896,196.49097,225.18979,0.042454004,0.32159433,1.2276379
4.1483927,4.246881,27.283707,224.02866,0.5417248,0.2124914,0.04155827
7.104495,6.8007274,215.79524,230.26633,0.003282888,0.9231578,0.7322531
4.143099,8.645543,221.51271,246.82565,0.48106247,1.1811054,0.44426453
2.0014577,3.3500657,202.19218,249.79868,0.90688723,0.45570922,0.19453278
9.422094,0.8719173,21.063593,56.135597,0.32682145,0.31703812,1.4784359
2.4308877,9.336961,58.108597,248.03499,0.8705676,0.30692196,1.5199203
0.3383385,3.785023,216.528,245.66298,0.5433264,0.13443732,1.6374434
6.623304,5.299946,80.43237,216.09006,0.9101824,0.5344469,1.5892819
7.7876062,6.970819,92.25914,230.85553,0.016373975,0.9219395,1.9758341
6.7932878,2.6246734,221.58652,227.62752,0.35754788,0.19753182,0.8281521
2.8303556,9.436084,134.58951,139.30632,0.99151695,0.70642364,1.7611753
7.264493,6.942144,171.48366,179.15347,0.80941355,1.9709284,0.95408756
8.693136,2.1802065,123.6221,183.75752,0.724944,0.057756286,1.1575067
7.4120016,2.479437,199.32362,229.20245,0.19391374,1.0780855,0.24318494
